Número Estação;Operadora;SiglaUf;MUN;Bairro;Logradouro;Latitude;Longitude;IBGE;ClassInfraFisica;Tecs;Faixa
1005028505;VIVO;SP;Cubatão;(vazio);RODOVIA DOS IMIGRANTES, S/N, MÃE MARIA, , ;-23.9025;-46.46167;3513504;Ran Sharing ;4G ;2500 
1005028513;VIVO;SP;Itapetininga;(vazio);AVENIDA PROFESSOR FRANCISCO VALIO - Nº 1436, CENTRO, , ;-23.58611;-48.03528;3522307;Ran Sharing ;4G ;2500 
1005028521;VIVO;SP;Itapetininga;(vazio);RUA SILVA JARDIM - Nº 383, JARDIM SHANGRI-LA, , ;-23.58833;-48.05139;3522307;Ran Sharing ;4G ;2500 
1005028530;VIVO;SP;Itapetininga;(vazio);RUA BENEDITA SILVA ROSA - Nº S/N, VILA CAROLINA, , ;-23.60167;-48.06194;3522307;Ran Sharing ;4G ;2500 
1005028548;VIVO;SP;Itapetininga;(vazio);RODOVIA RAPOSO TAVARES - Nº S/N, JARDIM BELA VISTA, , ;-23.61583;-48.08333;3522307;Ran Sharing ;4G ;2500 
1005028564;VIVO;SP;Ourinhos;(vazio);AVENIDA HERALDO NASCIMENTO ABUJAMRA, 340, JARDIM ITAMARATY, , ;-23.01056;-49.885;3534708;Greenfield Ran Sharing ;4G ;700 2500 
1005028572;VIVO;SP;Ourinhos;(vazio);RUA MIGUEL DURANTE SOBRINHO, 143, JARDIM ANCHIETA, , ;-22.95806;-49.85861;3534708;Ran Sharing ;4G ;2500 
1005028580;VIVO;SP;Ourinhos;(vazio);RUA VITORIO CHRISTONI, 1253, VILA NOVA CHRISTONI, , ;-22.96611;-49.88056;3534708;Ran Sharing ;4G ;2500 
1005028602;VIVO;SP;Cubatão;(vazio);AVENIDA NOVE DE ABRIL - Nº 2068, CENTRO, , ;-23.88389;-46.42139;3513504;Ran Sharing ;4G ;2500 
1005028610;VIVO;SP;Ourinhos;(vazio);RUA PAULO DE SÁ, 570, VILA MORAES, , ;-22.98139;-49.86556;3534708;Ran Sharing ;4G ;2500 
1005028629;VIVO;SP;Itapetininga;Chácaras Alvorada;Rua Argemiro Calixto da Silva, S/N, ;-23.577192;-47.989997;3522307;Greenfield Ran Sharing ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005028637;VIVO;SP;Tatuí;(vazio);RDV ANTÔNIO ROMANO SCHINCARIOL - Nº S/N, ZONA RURAL, , ;-23.29222;-47.81167;3554003;Ran Sharing ;4G ;2500 
1005028645;VIVO;SP;Tatuí;(vazio);RODOVIA CASTELO BRANCO KM 132 - Nº S/N - BARREIRO - CAGUASSU, RESIDENCIAL ECOPARK, , ;-23.27528;-47.82528;3554003;Ran Sharing ;4G ;2500 
1005028653;VIVO;SP;Tatuí;(vazio);AVENIDA CONEGO JOAO CLIMACO - Nº 394, CENTRO, , ;-23.3525;-47.84361;3554003;Ran Sharing ;4G ;2500 
1005028661;VIVO;SP;Cubatão;(vazio);RODOVIA CÔNEGO DOMÊNICO RANGONI - Nº S/N - RAIZ DA SERRA, CENTRO, , ;-23.85167;-46.40444;3513504;Ran Sharing ;4G ;2500 
1005028670;VIVO;SP;Tatuí;(vazio);RODOVIA ANTONIO ROMANO SCHICARIOL - Nº 113, VILA SÃO CRISTÓVÃO, , ;-23.33556;-47.85778;3554003;Ran Sharing ;4G ;2500 
1005028688;VIVO;SP;Itapetininga;(vazio);RUA PROFESSOR AUGUSTO GRACO DOS SANTOS, 709, VILA JUDITE, , ;-23.57833;-48.03;3522307;Ran Sharing ;4G ;2500 
1005028696;VIVO;SP;Tatuí;(vazio);AVENIDA ONZE DE AGOSTO, Nº 1873, JARDIM LUCILA, , ;-23.35528;-47.86278;3554003;Ran Sharing ;4G ;2500 
1005032316;CLARO;RJ;Duque de Caxias;PARQUE DUQUE;R XAVIER PINHEIRO, 439, DASA -DIAGNOSTICOS DA AMÉRICA S.A - DUQUE DE CAXIAS;-22.79863;-43.29116;3301702;Indoor ;3G 4G ;2100 2500 
1005032324;CLARO;RJ;Itaguaí;PARQUE PRIMAVERA;R DAS VIOLETAS, S/N, LT 21 QD 46;-22.825057;-43.769848;3302007;Greenfield ;3G 4G ;850 1800 2100 2500 
1005034890;VIVO;PE;Petrolina;(vazio);RUA ANTÔNIO RAPOSO TAVARES, 301, GERCINO COELHO, , ;-9.39222;-40.51333;2611101;Ran Sharing ;4G ;2500 
1005035250;VIVO;ES;Colatina;MORADA DO SOL;RUA FORTALEZA, S/N, RBR-NÃO;-19.51722;-40.66083;3201506;Ran Sharing ;4G ;2500 
1005036621;CLARO;PR;Curitiba;TATUQUARA;EST DELEGADO BRUNO DE ALMEIDA, 574, RESIDENCIAL VILA MARIANA;-25.56424;-49.3162;4106902;Rooftop ;3G 4G ;700 1800 2100 2500 
1005036630;CLARO;PR;Pinhais;WEISSOPOLIS;RUA RIO PIQUIRI - ESQ/ACESSO P/ RUA RIO TROMBETAS, S/N, ;-25.45733;-49.18867;4119152;Greenfield ;3G 4G 5G ;1800 2100 2500 3500 
1005036648;CLARO;SC;Tubarão;HUMAITA DE CIMA;R ROBERTO ZUMBLICK, 1845, LOTE 03 A QUADRA E;-28.46634;-49.02016;4218707;Greenfield ;2G 3G 4G 5G ;900 1800 2100 2500 3500 
1005036656;CLARO;SC;Timbó;Bairro Dos Estados;R PIAUÍ, 992, ;-26.83862;-49.28062;4218202;Greenfield ;3G 4G ;1800 2100 2500 
1005036664;CLARO;SC;Porto União;CENTRO;R ITÁLIA, 2670, ;-26.27493;-51.07137;4213609;Greenfield ;3G 4G ;1800 2100 2500 
1005036672;CLARO;SC;Indaial;ESTAÇÃO DAS AREIAS;R MAL FLORIANO PEIXOTO, 2982, ESQ. C RUA LUIZ FURTADO;-26.91733;-49.22657;4207502;Greenfield ;3G 4G ;1800 2100 2500 
1005036680;CLARO;PR;Rio Branco do Sul;MADRE;R MANUEL MULLER DE SIQUEIRA, S/N, ACESSO PELA R. MANOEL MÜLLER DE SIQUEIRA;-25.17151;-49.31455;4122206;Greenfield ;2G 3G 4G ;700 1800 2100 2500 
1005036699;CLARO;SC;Fraiburgo;Das Nações;R IDAMIR BOGONI, 266, ;-27.02794;-50.90965;4205506;Rooftop ;3G 4G ;1800 2100 
1005036702;CLARO;PR;Pitanga;CENTRO;R SILVA JARDIM, 410, ;-24.74757;-51.75772;4119608;Greenfield ;3G 4G ;700 1800 2100 
1005036710;CLARO;PR;Pitanga;PITANGUINHA;R RUI BARBOSA, S/N, AO LADO DO Nº 580;-24.75935;-51.77596;4119608;Greenfield ;3G 4G ;1800 2100 
1005036729;CLARO;SC;Tijucas;PRAÇA;R BEM TEVI, 141, ;-27.22864;-48.62553;4218004;Rooftop ;2G 3G 4G ;700 1800 2100 2500 
1005036737;CLARO;PR;Lapa;CENTRO;R AFONSO HAMMERSCHMIDT, S/N, AO LADO Nº 225;-25.76025;-49.73281;4113205;Greenfield ;3G 4G ;1800 2100 2500 
1005036745;CLARO;PR;Castro;NOSSA SENHORA DAS GRAÇAS;R LINO LOPES, S/N, AO LADO DO N° 21;-24.82047;-50.00122;4104907;Greenfield ;2G 3G 4G ;700 1800 2100 
1005037091;VIVO;MA;Buriticupu;VILA DAVI;RUA 01 - RES. FERREIRA FILHO, S/N, QD. 05, LT. 26;-4.67361;-46.4325;2102325;Greenfield Ran Sharing ;3G 4G ;2100 2500 
1005037440;VIVO;SP;Jaú;CHÁCARA BELA VISTA;AVENIDA ISALTINO AMARAL CARVALHO, 155, ;-22.283461;-48.551839;3525300;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005038365;VIVO;ES;Cariacica;ALZIRA RAMOS;RUA JOSÉ LEANDRO RAMOS, S/N, ;-20.37889;-40.37583;3201308;Greenfield ;3G 4G ;850 2100 2500 
1005039132;CLARO;DF;Brasília;RESIDENCIAL SANTOS DUMONT (SANTA MARIA);R QC 05, S/N, LT 01;-15.99389;-47.99472;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005039140;CLARO;DF;Brasília;GAMA;COND MANSÕES RESIDENCIAL PARAISO. CONJ. F - LOTE 05, S/N, CONJ. F - LOTE 05;-15.99609;-48.06639;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046651;VIVO;SP;Barueri;ALPHAVILLE INDUSTRIAL;ALAMEDA TOCANTINS, 490, BRASIL GRÁFICA;-23.501489;-46.8525;3505708;Greenfield Rooftop ;3G 4G 5G ;700 850 2500 3500 
1005046678;VIVO;SP;Bauru;CENTRO;RUA QUINZE DE NOVEMBRO, 880, CONDOMINIO EDIFÍCIO SAN FRANCISCO;-22.327653;-49.073903;3506003;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046686;VIVO;SP;Bauru;TANGARÁS;Rua Francisco Mandaliti, S/N, Lote 14 Quadra 14;-22.322678;-49.006717;3506003;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005046694;VIVO;SP;Campinas;JARDIM ANDORINHAS;RUA AREAL, S/N, ;-22.922783;-46.999961;3509502;Greenfield ;3G 4G 5G ;700 850 2500 3500 
1005046708;VIVO;SP;Campinas;RESIDENCIAL SÃO JOSÉ;RUA ANTÔNIO FERNANDES DA SILVA, S/N, EM FRENTE AO 18;-22.970244;-47.163722;3509502;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046716;VIVO;SP;Campinas;JARDIM AURELIA;RUA SUD MENUCCI, 65, COND VILA REAL RESIDENCE;-22.909444;-47.096667;3509502;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005046724;VIVO;SP;Diadema;CENTRO;RUA ITU, 19, S/N, CONDOMÍNIO EDIFÍCIO FLAMBOYANT;-23.679854;-46.623754;3513801;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046732;VIVO;SP;Osasco;CENTRO;RUA JOÃO CRUDO, 27, ;-23.5328;-46.779011;3534401;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046740;VIVO;SP;Santo André;VILA LEOPOLDINA;RUA URUGUAIANA, 335, ;-23.668651;-46.518149;3547809;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046759;VIVO;SP;São Bernardo do Campo;CHÁCARA ROYAL PARK;RUA JOSÉ MARTINS FERNANDES, S/N, ;-23.76845;-46.585578;3548708;Rooftop ;3G 4G 5G ;700 850 2500 3500 
1005046767;VIVO;SP;São Paulo;JURUBATUBA;AVENIDA DAS NAÇÕES UNIDAS, 22428, ;-23.680144;-46.695931;3550308;Indoor ;3G 4G ;850 2500 
1005046775;VIVO;SP;São Paulo;Alto De Pinheiros;Praça Arcipreste Anselmo De Oliveira, 43, ;-23.556931;-46.7114;3550308;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005046783;VIVO;SP;São Paulo;Higienópolis;RUA PERNAMBUCO, 147, ;-23.542983;-46.661736;3550308;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005046791;VIVO;SP;São Paulo;JARDIM JAPÃO;RUA SOLDADO JOÃO RODRIGUES, 265, ;-23.507674;-46.568366;3550308;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046805;VIVO;SP;São Paulo;ITAIM BIBI;RUA SALVADOR CARDOSO, 218, CONDOMÍNIO EDIFÍCIO CIDADE JARDIM;-23.59025;-46.686097;3550308;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005046821;VIVO;SP;São Paulo;JARDIM DA SAÚDE;PRAÇA LEONOR KAUPA, 100, X AVENIDA PROFESSOR ABRAHÃO DE MORAES, 1711 SHOPPI;-23.61972;-46.62639;3550308;Indoor ;4G ;700 1800 2100 2500 
1005046830;VIVO;SP;São Paulo;CIDADE DUTRA;AVENIDA SENADOR TEOTÔNIO VILELA, 261, AUTÓDROMO DE INTERLAGOS PRÓXIMO AO BOX 6;-23.703892;-46.698695;3550308;Greenfield SmallCell ;4G ;1800 2100 2500 
1005046848;VIVO;SP;São Paulo;VILA PIRAJUSSARA;Avenida Caxingui, 283, Edifício Iguaçu;-23.5715;-46.712928;3550308;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005046856;VIVO;SP;São Paulo;VILA MATILDE;AVENIDA MARCONDES DE BRITO, 1353, S/N, ;-23.536259;-46.527146;3550308;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046864;VIVO;SP;São Paulo;CIDADE TIRADENTES;RUA MOISÉS DE CORENA, 501 CRUZAMENTO, S/N, ;-23.586111;-46.399761;3550308;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005046872;VIVO;SP;São Paulo;VILA MARIANA;RUA TANGARÀ, 53, LOFT PARK IBIRAPUERA;-23.588931;-46.64745;3550308;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005046880;VIVO;SP;São Paulo;PARQUE COLONIAL;Rua João se Souza Dias, S/N, X Rua República do Iraque, S/N;-23.624207;-46.670992;3550308;Greenfield ;4G 5G ;1800 3500 
1005046899;VIVO;SP;São Paulo;CAMPO BELO;RUA JOÃO DE SOUZA DIAS, S/N, X Rua Conde de Porto Alegre, S/N;-23.622228;-46.673529;3550308;Greenfield ;4G ;1800 
1005046902;VIVO;SP;São Paulo;CAMPO BELO;RUA JOÃO DE SOUZA DIAS, S/N, em frente ao 884;-23.620737;-46.675391;3550308;Greenfield ;4G 5G ;1800 3500 
1005046910;VIVO;SP;São Paulo;CAMPO BELO;RUA VIEIRA DE MORAIS, S/N, em frente ao 670;-23.619778;-46.674732;3550308;Greenfield ;4G 5G ;1800 3500 
1005046929;VIVO;SP;São Paulo;BRÁS;Rua Da Figueira, S/N (ao lado do Metrô Dom Pedro II) - Brás, S/N, ;-23.54972;-46.62528;3550308;Greenfield ;4G 5G ;1800 3500 
1005049782;VIVO;MG;Santo Antônio do Aventureiro;ZONA RURAL;Sítio Areias, S/N, ;-21.75167;-42.81083;3160009;Greenfield ;3G 4G ;700 850 1800 2100 
1005049804;VIVO;MG;Prata;CENTRO;PRAÇA 15 DE NOVEMBRO, 15, ;-19.3075;-48.92722;3152808;Greenfield ;3G 4G ;2100 2500 
1005049812;VIVO;MG;Unaí;ZONA RURAL;FAZENDA PALMEIRINHA - DISTRITO DE PALMEIRINHA, S/N, ;-16.05333;-46.82889;3170404;Greenfield ;3G 4G ;700 850 1800 2100 
1005056312;VIVO;SP;Piracicaba;JARDIM ALGODOAL;RUA TERENSIO GALESI, 39, ;-22.697639;-47.662194;3538709;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005056320;VIVO;SP;Piracicaba;PIRACICAMIRIM;RUA TERRITÓRIO DO ACRE, 1050, CONDOMÍNIO EDIFÍCIO VILLAGGIO PANORAMA;-22.744458;-47.618347;3538709;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005056339;VIVO;SP;Piracicaba;Conjunto Residencial Mário Dedini;Avenida Aloíso Batista da Silva, S/N, LOTE 18 QUADRA BE;-22.671722;-47.655419;3538709;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005056347;VIVO;SP;Piracicaba;ALTO;RUA SILVA JARDIM, 1441, ED. PIAZZA DI GENOVA;-22.734394;-47.640267;3538709;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005056398;CLARO;DF;Brasília;ÁGUAS CLARAS;PC PERDIZ, S/N, QUADRA 102;-15.8321;-48.01355;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005056401;CLARO;DF;Brasília;JARDIM MANGUEIRAL;R SHMA QC 03, S/N, ;-15.88803;-47.81611;5300108;Rooftop ;3G 4G 5G ;850 1800 2100 2500 3500 
1005056410;CLARO;DF;Brasília;GRANDE COLORADO (SOBRADINHO);R AREA ESPECIAL 2 - LOTE 10 - COND. JARDIM EUROPA II, SN, ;-15.66972;-47.84611;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005056428;CLARO;DF;Brasília;ASA NORTE;Q SGAN, 905, CONJUNTO C, CENTRO CULTURAL MISSIONÁRIO;-15.77526;-47.89468;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005056436;CLARO;DF;Brasília;ZONA INDUSTRIAL (GUARÁ);R SCIA, S/N, QUADRA 15, CONJUNTO 1, LOTE 9;-15.78806;-47.97628;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005056444;CLARO;DF;Brasília;NORTE (ÁGUAS CLARAS);RUA 26, S/N, ;-15.8376;-48.03043;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005056452;CLARO;DF;Brasília;LAGO SUL;R SQS 413 BL H, SN, ;-15.83331;-47.91296;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005056460;CLARO;DF;Brasília;GUARÁ II;R QE 40 CONJUNTO A LOTE 02, S/N, ;-15.83885;-47.98656;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005057831;CLARO;DF;Brasília;RECANTO DAS EMAS;Q QUADRA 803 CONJUNTO 14, SN, CASA 03;-15.92311;-48.05296;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005057840;CLARO;DF;Brasília;COLONIA AGRICOLA SAMAMBAIA;COL AGRICOLA SAMAMBAIA CH 67, SN, LOTE 15;-15.82207;-48.0468;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005057858;CLARO;DF;Brasília;ASA SUL;Q ENTREQUADRA SUL 112/113, S/N, ;-15.82642;-47.91548;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005057866;CLARO;DF;Brasília;JARDIM BOTÂNICO;AV DOM BOSCO, S/N, ;-15.87954;-47.81165;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005057874;CLARO;DF;Brasília;ZONA INDUSTRIAL (GUARÁ);Q 05 CONJUNTO 15 LOTE 07 SETOR LESTE, SN, ;-15.783;-47.9882;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005057882;CLARO;DF;Brasília;N/A;ST SCEN TRECHO 3 S/N ASFUB - L4 NORTE ASA NORTE, S/N, ;-15.74765;-47.87587;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005057890;CLARO;DF;Brasília;ZONA INDUSTRIAL;ST SOFN QUADRA 4, S/N, CJ. H;-15.74639;-47.92222;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005061120;VIVO;SP;São Paulo;PARQUE COLONIAL;RUA JOÃO DE SOUZA DIAS, S/N, X Rua República do Iraque, S/N;-23.624207;-46.670992;3550308;Greenfield ;3G ;2100 
1005061138;VIVO;SP;São Paulo;CAMPO BELO;RUA JOÃO DE SOUZA DIAS, S/N, X Rua Conde de Porto Alegre, S/N;-23.622228;-46.673529;3550308;Greenfield ;3G ;2100 
1005061146;VIVO;SP;São Paulo;CAMPO BELO;RUA JOÃO DE SOUZA DIAS, S/N, em frente ao 884;-23.620737;-46.675391;3550308;Greenfield ;3G ;2100 
1005061154;VIVO;SP;São Paulo;CAMPO BELO;RUA VIEIRA DE MORAIS, S/N, em frente ao 670;-23.619778;-46.674732;3550308;Greenfield ;3G ;2100 
1005061162;VIVO;SP;São Paulo;BRÁS;RUA DA FIGUEIRA, S/N, ao lado do Metrô Dom Pedro II;-23.550168;-46.62568;3550308;Greenfield ;3G ;2100 
1005061910;VIVO;ES;Vitória;Maruípe;RUA AYRTON LANDISLAU 4, S/N, CASA;-20.30577;-40.329511;3205309;Rooftop ;4G 5G ;700 3500 
1005061928;VIVO;ES;Serra;BELVEDERE;RUA BORBA GATO, S/N, S/N, LOTE 15 QUADRA 60;-20.102932;-40.34137;3205002;Greenfield ;3G 4G 5G ;700 850 2500 3500 
1005062339;CLARO;DF;Brasília;SUL (ÁGUAS CLARAS);AV SIBIPIRUNA, 32, ;-15.84613;-48.03283;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005062347;CLARO;DF;Brasília;RECANTO DAS EMAS;R QUADRA 305 CONJUNTO 08B LOTE 17, S/N, ;-15.91527;-48.09741;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062355;CLARO;DF;Brasília;Park Way;ST SMPW QUADRA 05 CONJUNTO 13 LOTE 1A, SN, ;-15.82427;-48.00912;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005062363;CLARO;DF;Brasília;SAMAMBAIA;Q QR 405, SN, CJ 22 LT14;-15.87236;-48.1001;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062371;CLARO;DF;Brasília;TAGUATINGA SUL;R SETOR E SUL, CSE 1, SN, L 01, VILA DIMAS;-15.85726;-48.04272;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062380;CLARO;DF;Brasília;COLÔNIA AGRÍCOLA VICENTE PIRES;R CH 138, SN, COLONIA AGRICOLA VICENTE PIRES;-15.7915;-48.02616;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062800;VIVO;SP;Presidente Prudente;JARDIM RIO 400;AVENIDA CORONEL MARCONDES, S/N, ;-22.163825;-51.407258;3541406;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062819;VIVO;SP;Sorocaba;JARDIM BONSUCESSO;RUA AGRÁRIO ANTUNES, 60, ;-23.430781;-47.466139;3552205;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062827;VIVO;SP;São José dos Campos;RESIDENCIAL SÃO FRANCISCO;AVENIDA HÉLIO SIQUEIRA PINTO, S/N, ;-23.215889;-45.844056;3549904;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062835;VIVO;SP;São José dos Campos;ALTOS DA VILA PAIVA;ESTRADA DO SERTÃOZINHO, 390, ;-23.136;-45.903039;3549904;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062843;VIVO;SP;São José dos Campos;EUGÊNIO DE MELLO;ESTRADA DOUTOR ALTINO BONDENSAN, 500, ASSOCIAÇÃO PARQUE TECNOLÓGICO DE SÃO JOSÉ DOS CAMPOS;-23.156939;-45.792319;3549904;;4G 5G ;700 1800 2100 2500 3500 
1005062851;VIVO;SP;Ribeirão Preto;RECREIO ANHANGUERA;RUA JOSÉ FAZIO, S/N, AO LADO DO 200;-21.207869;-47.751375;3543402;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062860;VIVO;SP;São José do Rio Preto;JARDIM CASTELINHO;RUA FRANCISCO LAMOSA DE JESUS, 237, ;-20.772944;-49.358056;3549805;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062878;VIVO;SP;Sorocaba;VILA JARDINI;RUA ABOLICAO, 330, S/N, ;-23.50725;-47.4795;3552205;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005062886;VIVO;SP;Sorocaba;IPORANGA;AVENIDA GENERAL MOTORS, S/N, ;-23.433158;-47.439592;3552205;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005063688;VIVO;SP;Araraquara;VILA HARMONIA;AVENIDA PROFESSOR VESPASIANO VEIGA, 928, ;-21.764553;-48.179325;3503208;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005063696;VIVO;SP;Carapicuíba;VILA MUNICIPAL;RUA VIDENCIAL ANTUNES DA RIBEIRO, 163, ;-23.524445;-46.824723;3510609;Greenfield ;3G 4G 5G ;700 850 2100 2500 3500 
1005063700;VIVO;SP;Cotia;ALTOS DE CAUCAIA (CAUCAIA DO ALTO);Rua Saldanha da Gama, S/N, ;-23.673889;-47.022775;3513009;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005063718;VIVO;SP;Cotia;AGUA ESPRAIADA (CAUCAIA DO ALTO);RUA ORISTIDIO PINTO DE LIMA, S/N, RBR-SIM;-23.655264;-47.048158;3513009;Greenfield ;3G 4G 5G ;700 850 1800 2100 3500 
1005063726;VIVO;SP;Embu das Artes;JARDIM FLÓRIDA;VENIDA JOÃO PAULO II, 629, ;-23.646914;-46.807238;3515004;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005063734;VIVO;SP;Itapevi;NOVA ITAPEVI;RUA BRASÍLIA DE ABREU ALVES, S/N, S/N, ;-23.541228;-46.939694;3522505;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005063742;VIVO;SP;Sumaré;ZONA RURAL;Estrada Municipal Norma Marson Biondo, S/N, Smr 040 (Sítio Santa Lucia);-22.895739;-47.298862;3552403;Greenfield Rooftop ;3G 4G 5G ;700 850 2500 3500 
1005063750;VIVO;SP;Taubaté;PIRIZAL;RODOVIA GOVERNADOR CARVALHO PINTO, S/N, KM 126,3 SP 70;-23.093325;-45.615586;3554102;Greenfield ;3G 4G ;700 850 2500 
1005067470;VIVO;SP;Sorocaba;(vazio);RUA XV DE NOVEMBRO, S/N, , ;-23.49944;-47.45639;3552205;Greenfield ;4G ;2500 
1005067489;VIVO;SP;Ubatuba;PRAIA DO CRUZEIRO;RUA PARANÁ, S/N, EM FRENTE AO 158;-23.444511;-45.068818;3555406;SmallCell ;4G 5G ;2500 3500 
1005067497;VIVO;SP;Ubatuba;CENTRO;RUA PARANÁ, S/N, EM FRENTE AO 158;-23.434167;-45.078611;3555406;Greenfield ;3G 5G ;2100 3500 
1005067500;VIVO;SP;Ubatuba;CENTRO;RUA CORONEL ERNESTO DE OLIVEIRA, S/N, EM FRENTE AO 158;-23.434167;-45.078611;3555406;Greenfield SmallCell ;3G 4G ;2100 2500 
1005067519;VIVO;SP;Tatuí;PEDERNEIRAS;Rodovia Antônio Romano Schincariol, S/N, ;-23.361022;-47.894312;3554003;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005067527;CLARO;RJ;Rio de Janeiro;TIJUCA;R ROCHA MIRANDA, 20, ;-22.94497;-43.2573;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005067535;CLARO;RJ;Rio de Janeiro;GUARATIBA;EST DO PIAI, S/N, AO LADO DO NUMERO 1365;-22.98266;-43.66378;3304557;Greenfield ;2G 3G 4G 5G ;700 850 1800 2500 3500 
1005067543;CLARO;RJ;Rio de Janeiro;VARGEM GRANDE;R PROFESSOR SILVIO ELIA, 351, ;-22.9903;-43.47577;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005067551;CLARO;RJ;Rio de Janeiro;IRAJÁ;R LOPES FERREIRA, 170, ;-22.85116;-43.33502;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005067560;CLARO;RJ;Rio de Janeiro;GUADALUPE;AV ACRÍSIO MOTA, S/N, ESQUINA COM RUA ESTEVÃO DE CARVALHO;-22.8396;-43.37514;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005067578;CLARO;RJ;Rio de Janeiro;ENGENHO DE DENTRO;R BORJA REIS, 891, ;-22.90502;-43.30421;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005067586;CLARO;RJ;Rio de Janeiro;COSME VELHO;R CONSELHEIRO LAMPREIA, 484, ;-22.9427;-43.20645;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
